課名,教師,流水號,課號,課程識別碼,必選修,開課系所,上課時間,上課地點,加簽類別,授課語言,學分,修課人數上限,詳情頁URL
中英翻譯（二）,李宜懃,70995,TA11220063,TAENU0278,選修,,"一 8,9",和平 正306,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70995
中英翻譯（二）,李宜懃,70996,TA11220063,TAENU0278,選修,,"三 6,7",和平 正306,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70996
火山學與火山災害（含實習）,賴昱銘,70233,TA11220066,TAESC9034,選修,,"二 2,3,4",公館 Ｓ502,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70233
社會網路分析,詹竣翔,70260,TA11220069,TAGEC9002,選修,,"一 2,3,4",和平 地理系會議,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70260
高齡健康與照護研究,張家臻,70271,TA11220071,TAHEC8024,選修,,"四 3,4",和平 誠506,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70271
健康教育與行為改變,吳文琪,70275,TA11220072,TAHEC9010,選修,,"三 8,9",和平 正104,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70275
網路輔助學習系統研究,蔡芸琤,70319,TA11220083,TAITM0081,選修,,"一 2,3,4",和平 科技系TB311,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70319
原住民族部落學習與體驗,胡哲豪,70362,TA11220085,TAL0U4005,選修,,"二 2,3,4",和平 地理系會議,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70362
應用電子學（一）,辜漢文,70840,TA11220092,TAMTU0075,選修,,"一 2,3,4",和平 綜210展覽廳,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70840
運動營養研究,阮氏金,70428,TA11220094,TANSC9006,選修,,"四 6,7,8",公館 Ｓ406,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70428
企業ESG策略發展與治理,陳慧玲,70440,TA11220098,TAO5C9006,選修,,"五 6,7,8",和平 正103,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70440
企業永續揭露與溝通議合,嚴德芬,70441,TA11220099,TAO5C9007,選修,,"二 2,3,4",和平 誠104,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70441
演出與文本專題,梁文菁,70455,TA11220101,TAPAM0123,選修,,"三 6,7",和平 美術館501,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70455
語言實驗概論,莊育穎,70538,TA11220112,TATCC2036,選修,,"三 2,3,4",和平 雲306會議室,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70538
日治前期社會史專題研究,新田龍,70562,TA11220115,TATHM0098,選修,,"三 7,8,9",和平 勤308,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70562
設計心理學,伊彬,70572,TA11220117,TAVDC9008,選修,,"一 4,5",和平 綜914,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70572
設計畢業製作（二）,黃莉庭,71007,TA11220119,TAVDU0180,選修,,"四 9,10,A",和平 設計系3A教,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/71007
產品設計實務,周育潤,70980,TA11220121,TAVDU0243,選修,,"五 6,7,8",和平 設計系3B教,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70980
介面設計與使用者體驗（二）,黃莉庭,70877,TA11220123,TAVDU0270,選修,,"四 2,3,4",和平 綜913,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70877
動力機械概論,劉華棟,70743,TA11220124,TAVEU0006,選修,,"四 6,7,8",和平 工401,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70743
電子學（一）,白凱仁,70744,TA11220125,TAVEU0007,選修,,"二 2,3,4",和平 汽車工場B10,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70744
內燃機,林煜軒,70878,TA11220126,TAVEU0012,選修,,"二 2,3,4",和平 工教系會議,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70878
電動車輛,洪翊軒,70981,TA11220127,TAVEU0016,選修,,"一 2,3,4",和平 汽車工場B10,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70981
公共衛生教育,吳文琪,70960,TA11220723,TANTNU122,選修,,"三 6,7",和平 正104,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70960
國際社會工作專題,莊登閔,70528,TA11220999,TASWM0095,選修,,"四 2,3,4",和平 樸SW504,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70528
日本近代史,周東怡,70438,TA11221801,TANTNU123,選修,,"四 2,3,4",和平 誠306,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70438
運動治療學,李恆儒,70880,TA11221893,TA2EU0297,選修,,"二 3,4",和平 樸105,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70880
膳食計畫,盧立卿,70842,TA11221895,TANSU0011,選修,,"四 6,7",和平 正302,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70842
膳食計畫實驗,盧立卿,70843,TA11221896,TANSU0012,選修,,"四 8,9,10",和平 勤001,3 類,,1,,https://course.ntu.edu.tw/courses/114-2/70843
生命期營養,洪永瀚,70844,TA11221897,TANSU0013,選修,,"五 2,3,4",公館 Ｓ403,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70844
棒（壘）球（二）,潘慈惠,70581,TA11221898,TA2EU0255,選修,,"一 3,4",和平 操場一,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70581
棒（壘）球（二）,黃輝榮,70582,TA11221898,TA2EU0255,選修,,"二 3,4",和平 操場一,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70582
羽球（二）,徐孟達,70752,TA11221899,TA2EU0267,選修,,"四 1,2",和平 體育館一4F,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70752
中國音樂史（二）,莊文達,70955,TA11221905,TAMUU0314,選修,,"三 9,10",和平 音308,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70955
臺灣音樂史（二）,呂鈺秀,70711,TA11221906,TAMUU0316,選修,,"四 1,2",和平 音308,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70711
弦樂音樂研究（二）,路耀祖,70416,TA11221909,TAMUU0388,選修,,"一 6,7",和平 音210,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70416
聲樂（四）,林孟君,70418,TA11221910,TAMUU0573,選修,,,,3 類,,1,,https://course.ntu.edu.tw/courses/114-2/70418
會計學（二）,陳慧玲,70594,TA11221921,TABAU0037,選修,,"一 2,3,4",和平 誠202,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70594
會計學（二）,陳慧玲,70595,TA11221921,TABAU0037,選修,,"一 7,8,9",和平 誠302,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70595
會計學（二）,陳錦烽,70596,TA11221921,TABAU0037,選修,,"二 7,8,9",和平 誠401,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70596
統計學（二）,邱皓政,70764,TA11221922,TABAU0041,選修,,"二 2,3,4",和平 誠202,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70764
統計學（二）,邱皓政,70765,TA11221922,TABAU0041,選修,,"二 7,8,9",和平 誠302,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70765
戶外探索引導與反思,吳崇旗,70987,TA11221924,TACEU0506,選修,,"四 6,7",和平 誠大樓公團,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70987
網球（四）,陳勇志,70879,TA11221926,TA2EU0224,選修,,"二 3,4",公館 網球場二,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70879
排球（二）,張恩崇,70757,TA11221927,TA2PU0161,選修,,"五 3,4",公館 體育館二3樓,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70757
鋼琴黃金年代,廖皎含,70007,TA11310001,TA01UG039,選修,,"四 3,4",和平 音308,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70007
生成式AI實務應用,尹相志,70042,TA11310003,TA05UG038,選修,,"三 3,4",和平 誠201,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70042
自主學習：自主探究,方偉達,70052,TA11310005,TA0SUG542,選修,,"三 A,B",和平 系所自排,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/70052
體育（柔道）,黃國恩,70055,TA11310006,TA20UP017,選修,,"三 6,7",和平 武術房一,3 類,,1,,https://course.ntu.edu.tw/courses/114-2/70055
體育（柔道）,黃國恩,70056,TA11310006,TA20UP017,選修,,"三 8,9",和平 武術房一,3 類,,1,,https://course.ntu.edu.tw/courses/114-2/70056
校園危機處理,賴宏銓,70984,TA11310025,TACEU0465,選修,,"一 10,A",和平 誠401,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70984
海外華文文學專題研究,簡瑛瑛,70153,TA11310041,TACLC8021,選修,,"三 7,8,9",和平 綜901,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70153
全球衛生實務研討,朱妮明,70675,TA11310068,TAHEU0191,選修,,"三 6,7",和平 正103,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70675
資訊素養,蔡孟蓉,70304,TA11310072,TAICC8006,選修,,"三 7,8,9",和平 教1011,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70304
決策理論與分析,陳麗妃,70305,TA11310073,TAIEC8009,選修,,"五 6,7,8",和平 研討二,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70305
民族誌方法概論,胡哲豪,70363,TA11310076,TAL0U4020,選修,,"五 6,7,8",和平 綜10樓教室,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70363
運動數據分析與程式設計,劉爾剛,70035,TA11320005,TA05UG026,選修,,"三 B,C",和平 教401,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70035
SQL與資料庫設計,劉建成,70041,TA11320006,TA05UG036,選修,,"五 3,4",和平 教402,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70041
數據視覺化與溝通,黃浩霆,70043,TA11320007,TA05UG040,選修,,"三 6,7",和平 誠401,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70043
健康與生活,黃玫瑄,70047,TA11320008,TA0AUG408,選修,,"四 3,4",和平 教202會議廳,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70047
體育（扯鈴）,李宗翰,70057,TA11320009,TA20UP031,選修,,"一 3,4",和平 大韻律教室,3 類,,1,,https://course.ntu.edu.tw/courses/114-2/70057
體育（扯鈴）,李宗翰,70058,TA11320009,TA20UP031,選修,,"五 1,2",和平 武術房一,3 類,,1,,https://course.ntu.edu.tw/courses/114-2/70058
體育（抱石運動）,Philip,70060,TA11320010,TA20UP042,選修,,"五 6,7",和平 體育館一2樓,3 類,,1,,https://course.ntu.edu.tw/courses/114-2/70060
適應體育概論,潘正宸,70747,TA11320011,TA2EU0213,選修,,"四 1,2",和平 正104,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70747
公民教育理論基礎專題研究,陳素秋,70604,TA11320033,TACED0120,選修,,"三 2,3,4",和平 誠4樓公領系,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70604
戶外急救與安全管理,王伯宇,70776,TA11320036,TACEU0478,選修,,"一 6,7",和平 誠大樓公團,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70776
戶外活動（二）,蕭如軒,70623,TA11320037,TACEU0482,選修,,"一 1,2",和平 誠大樓公團,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70623
社會領域探究與實作專題,王錦雀,70986,TA11320040,TACEU0501,選修,,"五 3,4",和平 誠301,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70986
中國神仙傳記選讀,謝聰輝,70921,TA11320046,TACHU0372,選修,,"三 6,7",和平 樸305,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70921
華人電影專題研究,簡瑛瑛,70155,TA11320051,TACLC8065,選修,,"四 7,8,9",和平 綜901,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70155
網宇實體系統,王超,70170,TA11320054,TACSC9008,選修,,"二 2,3,4",公館 Ｓ505,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70170
佛學思想與東西哲學議題,胡元玲,70186,TA11320056,TAEAC8047,選修,,"四 6,7,8",和平 系所自排,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70186
大國競爭與東亞權力變動專題研究,林賢參,70187,TA11320057,TAEAC8049,選修,,"一 6,7,8",和平 東亞系第一,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70187
韓國當前的議題,洪攸善,70191,TA11320059,TAEAC9024,選修,,"四 6,7",和平 樸407,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70191
國際貿易實務,田正利,70805,TA11320061,TAEAU0242,選修,,"二 6,7,8",和平 綜210展覽廳,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70805
永續財務報導分析與應用,黃仲豪,70201,TA11320066,TAEEC8064,選修,,"二 A,B,C",公館 行304,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70201
氣候變遷與災難風險,林冠慧,70202,TA11320068,TAEEC8079,選修,,"二 2,3,4",公館 行409,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70202
旅遊業英語,陳乃嫻,70810,TA11320074,TAENU0339,選修,,"一 2,3,4",和平 正302,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70810
電腦在地球科學上之應用,曾莉珊,70239,TA11320079,TAESC9056,選修,,"一 2,3,4",公館 理圖802,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70239
全球研究導論（二）,邱愷欣,70247,TA11320083,TAGBU0002,選修,,"五 6,7,8",和平 正406,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70247
電影中的東亞城市,鄭怡庭,70248,TA11320084,TAGBU0009,選修,,"三 6,7,8",和平 美術館601,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70248
文本與思想：明清思想史專題研究,呂妙芬,70283,TA11320086,TAHIC8026,選修,,"五 6,7,8",和平 歷史系研究,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70283
世界史,陳建元,70293,TA11320088,TAHIU0385,選修,,"四 10,A",和平 誠307,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70293
中國政治制度史（官員管理）,陳昭揚,70297,TA11320089,TAHIU0394,選修,,"一 8,9",和平 誠307,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70297
近代歐洲的文化與社會,陳建元,70298,TA11320090,TAHIU0399,選修,,"五 6,7",和平 誠306,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70298
網路教育與訓練研究,嚴萬軒,70318,TA11320094,TAITM0080,選修,,"三 2,3,4",和平 科技系TA509,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70318
韓國社會文化,崔熲,70321,TA11320095,TAL0C2001,選修,,"三 6,7",和平 樸203,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70321
初級客語（二）,左春香,70365,TA11320097,TAL0U6002,選修,,"三 6,7",和平 正201,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70365
客家影劇實務,廖芳瀅,70367,TA11320098,TAL0U6008,選修,,"一 8,9",和平 誠104,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70367
客家繪本實作,廖芳瀅,71491,TA11320101,TAL0U6012,選修,,"四 8,9",和平 正101,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/71491
金融市場與機構管理,遲淑華,70389,TA11320105,TAMBM0009,選修,,"二 7,8,9",和平 正105,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70389
排演基礎（二）,梁文菁,70724,TA11320117,TAPAU0084,選修,,"四 6,7",和平 知音劇場,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70724
青少年問題與輔導,涂繼方,71452,TA11320119,TAPCU0176,選修,,"五 3,4",和平 美術館601,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/71452
跨性別電影與文化,曾秀萍,70534,TA11320123,TATCC1031,選修,,"五 8,9,10",和平 雲306會議室,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70534
商業空間設計（二）,長友大,70571,TA11320129,TAVDC9006,選修,,"二 9,10",和平 設計系3B教,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70571
科技化教學產業見習與創新,簡馨瑩,70176,TA11320131,TAE0C9012,選修,,"五 3,4",和平 教3樓第一會,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70176
全球經濟與企業發展,田正利,70658,TA11320133,TAGBU0004,選修,,"一 6,7,8",和平 樸402,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70658
東亞國家的全球化,黃獻寬,70250,TA11320134,TAGBU0030,選修,,"二 6,7,8",公館 Ｅ102,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70250
專業實習（一）,涂豐恩,70560,TA11320135,TATHM0088,選修,,"五 6,7,8,9",和平 勤308,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70560
音樂劇歌唱訓練（六）,鄭帆婷,70462,TA11320136,TAPAU0076,選修,,"四 6,7",和平 表藝中心,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70462
演算法,官振傑,71560,TA11320147,TACSU0018,選修,,"一 7,8,9",公館 Ｂ102,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/71560
鑑識科學概論,李承龍,70010,TA11320161,TA03UG031,選修,,"三 8,9",和平 綜210展覽廳,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70010
身體檢查與實踐,張雅婷,70756,TA11320162,TA2EU0314,選修,,"二 A,B",和平 誠305,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70756
運動防護實驗與見習,廖偉伶,70882,TA11320163,TA2EU0316,選修,,"五 6,7,8,9",和平 樸105,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70882
經濟學（二）,印永翔,70597,TA11320164,TABAU0039,選修,,"四 7,8,9",和平 誠302,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70597
經濟學（二）,徐美,70598,TA11320164,TABAU0039,選修,,"二 7,8,9",和平 誠207,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70598
經濟學（二）,陳孟霆,70599,TA11320164,TABAU0039,選修,,"三 7,8,9",和平 誠207,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70599
都市設計與更新,辜永奇,70816,TA11320165,TAGEU0186,選修,,"四 A,B,C",和平 誠306,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70816
當代藝術,魏竹君,70105,TA11320169,TAATU0370,選修,,"五 3,4",和平 美301,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70105
跨域學習導論,何家騏,70720,TA11320874,TANTNU131,選修,,"五 6,7,8",和平 正403,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70720
植物分類原理與方法,趙怡姍,70439,TA11323251,TANTNU130,選修,,"五 6,7,8",公館 Ｓ301,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70439
當代社會與文化關鍵議題,何家騏,70011,TA11410002,TA03UG045,選修,,"三 3,4",和平 誠305,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70011
客語會話與口說,廖芳瀅,70371,TA11410059,TAL0U6018,選修,,"一 6,7",和平 樸105,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70371
客家文化概論,廖芳瀅,70373,TA11410060,TAL0U6020,選修,,"二 3,4",和平 樸302,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70373
PASSION遠距教學實習,胡翠君,70488,TA11410071,TAPGUZ006,選修,,"一 8,9",和平 教403,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70488
精神障礙者復健諮商專題研究,吳亭芳,70497,TA11410072,TARCM0057,選修,,"一 7,8",和平 特203,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70497
管理與電影,田正利,70009,TA11411718,TA03UG029,選修,,"四 6,7",和平 綜509國際會,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70009
全民國防教育軍事訓練－防衛動員,劉麗君,71469,TA11412949,TA3DU0004,選修,,"三 8,9",和平 誠302,3 類,,0,,https://course.ntu.edu.tw/courses/114-2/71469
全民國防教育軍事訓練－國防科技,周建志,71470,TA11412950,TA3DU0005,選修,,"四 1,2",和平 誠203,3 類,,0,,https://course.ntu.edu.tw/courses/114-2/71470
全民國防教育軍事訓練－國防科技,周建志,71471,TA11412950,TA3DU0005,選修,,"四 3,4",和平 誠202,3 類,,0,,https://course.ntu.edu.tw/courses/114-2/71471
運動科技概論,Philip,70755,TA11420001,TA2EU0312,選修,,"三 8,9",和平 正201,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/70755
通訊電子學,張譽騰,70082,TA11420004,TAAEC8071,選修,,"二 2,3,4",和平 電機系電子,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70082
基礎模型與智慧機器人,包傑奇,70083,TA11420005,TAAEC8073,選修,,"一 2,3,4",和平 多媒體與通,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70083
明清風俗畫,邱士華,70094,TA11420006,TAAHM0804,選修,,"二 7,8,9",和平 青田405室,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70094
臺灣近現代藝術專題研究,白適銘,70096,TA11420007,TAATC0249,選修,,"四 A,B,C",和平 美203,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70096
藝術哲學,高榮禧,70097,TA11420008,TAATC0289,選修,,"五 8,9,10",和平 美203,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70097
近當代中國藝術與視覺文化,楊永源,70100,TA11420009,TAATC8001,選修,,"二 6,7,8",和平 美203,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70100
成人藝術治療,江學瀅,70101,TA11420010,TAATC8063,選修,,"一 2,3,4",和平 美301,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70101
文藝復興藝術史專題研究,趙可卿,70102,TA11420011,TAATC8072,選修,,"三 2,3,4",和平 美301,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/70102
