課名,教師,流水號,課號,課程識別碼,必選修,開課系所,上課時間,上課地點,加簽類別,授課語言,學分,修課人數上限,詳情頁URL
健康領域的自我修練與領導,鄭守夏,44129,HPM7115,848M0460,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/44129
碩士論文,,11331,HPM7999,848M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/11331
健康政策與管理特論,鄭雅文,32285,HPM8003,848D0030,必修,,"二 3,4",公衛601B,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/32285
健康政策與管理專題討論二,陳雅美,27812,HPM8005,848D0050,必修,,"三 6,7",公衛601A,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/27812
健康政策與管理獨立研究,鍾國彪,13629,HPM8006,848D0060,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/13629
健康政策與管理獨立研究,郭年真,57127,HPM8006,848D0060,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/57127
健康政策與管理獨立研究,張齡尹,24585,HPM8006,848D0060,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/24585
博士論文,,39079,HPM8999,848D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/39079
碩士論文,,54869,IAMS7001,246M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/54869
服務學習乙,陳聿宏,44829,IB0007,704001H0,必修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/44829
服務學習乙,連振廷,32755,IB0007,704001H0,必修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/32755
民法概要乙,蕭奕弘,25918,IB2003,704173B0,必修,,"五 7,8,9",管二101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/25918
民法概要乙,洪瑞燦,17211,IB2003,704173B0,必修,,"五 2,3,4",管二104,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/17211
管理學,吳政衛,33883,IB2009,70421110,必修,,"三 7,8,9",管一405,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/33883
管理學,傅浚映,33227,IB2009,70421110,必修,,"三 2,3,4",管二303,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/33227
貨幣銀行學甲,黃志典,15532,IB2011,70422100,必修,,"二 7,8,9",管二104,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/15532
數量方法與決策分析,許耀文,50938,IB2014,70420410,必修,,"五 7,8,9",管二206,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/50938
數量方法與決策分析,李  揚,46242,IB2014,70420410,必修,,"四 7,8,9",管二201,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/46242
行銷研究,陳瑀屏,57645,IB3002,70430530,必修,,"三 6,7,8",管二301,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/57645
行銷研究,陳譽仁,26768,IB3002,70430530,必修,,"五 5,6,7",管二301,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/26768
投資學,林修葳,36482,IB3004,70432400,必修,,"三 2,3,4",管一103,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/36482
投資學,王之彥,45554,IB3004,70432400,必修,,"一 7,8,9",管二305,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/45554
國際貿易理論與政策,趙捷謙,14218,IB3007,70434100,必修,,"二 2,3,4",管一101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/14218
國際貿易理論與政策,盧信昌,19683,IB3007,70434100,必修,,"四 2,3,4",管二201,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/19683
策略管理,吳學良,50380,IB4004,70449600,必修,,"二 7,8,9",管二203,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/50380
消費者行為,謝明慧,29019,IB5004,724U0080,選修,,"三 2,3,4",管一102,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/29019
財務時間序列,許耀文,50322,IB5018,724U0590,選修,,"四 7,8,9",管二203,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/50322
國際企業經營策略,邱宏仁,37486,IB5059,724U2400,選修,,"二 2,3,4",管二206,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/37486
國際併購與重組管理,邱宏仁,30773,IB5063,724U1670,選修,,"二 7,8,9",管二206,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/30773
策略顧問：方法與實務,徐瑞廷,33904,IB5076,724U1700,選修,,"五 A,B,C,D",管一405,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/33904
新創金融(一),連振廷,53106,IB5100,724U9160,選修,,"一 2,3,4",管一104,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/53106
全球文化創意產業,陳郁秀,32183,IB5103,724U9190,選修,,"三 3,4",管二203,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/32183
國際金融與資產管理實務,高一誠,27171,IB5105,724U9720,選修,,"二 A,B,C",管一104,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/27171
國際企業職涯發展實務,何筱文,57415,IB5107,724U9220,選修,,"四 6,7,8",管二102,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/57415
管理會計,陳聿宏,13959,IB7005,724M0060,必修,,"一 2,3,4",管二101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/13959
產業經濟,吳學良,35955,IB7009,724M0160,必修,,"四 7,8,9",管二204,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/35955
財務管理,林修葳,52382,IB7014,724M0280,必修,,"五 2,3,4",管二305,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/52382
國際企業經營策略,傅浚映,49815,IB7018,724M0460,必修,,"一 7,8,9",管二204,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/49815
行銷計量模式一,黃恆獎,50300,IB7029,724M1220,選修,,"一 7,8,9",管二203,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/50300
國際企業管理,連勇智,44123,IB7033,724M1430,必修,,"五 7,8,9",管二202,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/44123
國際企業管理,何筱文,38383,IB7033,724M1430,必修,,"五 6,7,8",管二103,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/38383
財務工程一,李志偉,37724,IB7044,724M1980,選修,,"四 2,3,4",管二205,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/37724
行銷管理,黃恆獎,38907,IB7055,724M4100,必修,,"三 7,8,9",管一102,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/38907
行銷研究,陳瑀屏,15020,IB7059,724M4600,選修,,"三 6,7,8",,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/15020
行銷研究,陳譽仁,16678,IB7059,724M4600,選修,,"五 5,6,7",,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/16678
中國經濟專題研討,黃志典,33732,IB7089,724M1410,選修,,"四 7,8,9",管二研七,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/33732
全球品牌管理,陳譽仁,56226,IB7095,724M0310,必修,,"五 10,A,B",管一101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/56226
財務獨立研究與論文寫作,洪茂蔚,58390,IB7101,724M9410,選修,,"一 A,B,C",管二研十一,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/58390
碩士論文,,56047,IB7999,724M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/56047
行銷管理研討二,陳瑀屏,53435,IB8024,724D4040,必修,,"五 2,3,4",管二研六,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/53435
國際企業專題研究二,連勇智,37490,IB8036,724D5130,必修,,"一 A,B,C",管二研六,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/37490
國際企業專題研究三,何筱文,34255,IB8037,724D5140,必修,,"四 2,3,4",管二研八,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/34255
個體經濟理論一,陳聿宏,33169,IB8039,724D6100,必修,,"二 2,3,4",管二204,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/33169
國際企業管理研討,簡睿哲,20715,IB8043,724D7200,必修,,"三 7,8,9",管二研六,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/20715
資本市場一,洪茂蔚,58241,IB8078,724D6040,必修,,"一 7,8,9",管一403,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/58241
產業與廠商理論研討,吳學良,39233,IB8080,724D9240,必修,,"一 A,B,C",管二研九,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/39233
企業成長與併購策略研討,吳政衛,23058,IB8081,724D9250,必修,,"二 7,8,9",管二研六,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/23058
永續金融理論與實證研討,林修葳,21557,IB8084,724D9270,選修,,"三 6,7,8",管二研八,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/21557
博士論文,,44634,IB8999,724D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/44634
車用電子概論,黃俊郎,16266,ICDA5001,K41U0010,選修,,"三 3,4",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/16266
通信數位積體電路設計,蔡佩芸,29803,ICDA5002,K41U0020,選修,,"三 6,7,8",,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/29803
專題討論,黃俊郎,16142,ICDA7001,K41M1000,必修,,一 8,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/16142
研發實習,黃俊郎,17554,ICDA7002,K41M0030,必修,,,,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/17554
專題研究,郭斯彥,30247,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/30247
專題研究,張耀文,40407,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/40407
專題研究,吳安宇,21054,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/21054
專題研究,陳中平,29927,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/29927
專題研究,呂良鴻,46560,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/46560
專題研究,李泰成,22190,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/22190
專題研究,林宗賢,44092,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/44092
專題研究,李致毅,45266,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/45266
專題研究,陳怡然,19084,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/19084
專題研究,簡韶逸,40604,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/40604
專題研究,江介宏,57996,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/57996
專題研究,李建模,49664,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/49664
專題研究,黃俊郎,53876,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/53876
專題研究,陳信樹,26004,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/26004
專題研究,黃鐘揚,43100,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/43100
專題研究,江蕙如,53433,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/53433
專題研究,楊家驤,43365,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/43365
專題研究,盧奕璋,33236,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/33236
專題研究,盧信嘉,58942,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/58942
專題研究,陳景然,44007,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/44007
專題研究,劉宗德,26823,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/26823
專題研究,蔡佩芸,24884,ICDA7003,K41M0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/24884
碩士論文,,30194,ICDA7999,K41M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/30194
專題討論,黃俊郎,10690,ICDA8001,K42D1000,必修,,一 8,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/10690
專題研究,張耀文,24812,ICDA8003,K42D0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/24812
專題研究,吳安宇,10245,ICDA8003,K42D0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/10245
專題研究,陳中平,18038,ICDA8003,K42D0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/18038
專題研究,李致毅,52318,ICDA8003,K42D0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/52318
專題研究,江介宏,31209,ICDA8003,K42D0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/31209
專題研究,陳景然,48604,ICDA8003,K42D0020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/48604
博士論文,,21596,ICDA8999,K42D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/21596
賽局理論與應用,洪一薰,33774,IE5009,546U0660,選修,,"四 6,7,8",國青101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/33774
隨機過程,吳政鴻,54373,IE5032,546U6010,選修,,"五 6,7,8",國青101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/54373
線性代數與應用,陳正剛,25932,IE5034,546U6040,選修,,"二 7,8,9",共301,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/25932
最佳化概論,黃道宏,16808,IE5056,546U0600,選修,,"二 2,3,4",國青101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/16808
時序資料分析,藍俊宏,36677,IE5057,546U4050,選修,,"一 2,3,4",國青101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/36677
工程統計學,洪英超,17738,IE5059,546U6000,選修,,"二 6,7,8",國青101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/17738
專題研究,陳正剛,15518,IE7004,546M0070,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/15518
專題研究,藍俊宏,28230,IE7004,546M0070,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/28230
專題研究,洪英超,14254,IE7004,546M0070,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/14254
專題研究,郭瑞祥,40564,IE7004,546M0070,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/40564
專題研究,黃道宏,44704,IE7004,546M0070,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/44704
專題研究,吳政鴻,24737,IE7004,546M0070,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/24737
專題研究,洪一薰,34614,IE7004,546M0070,必修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/34614
專題研究,黃奎隆,34227,IE7004,546M0070,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/34227
專題討論,洪一薰,12780,IE7005,546M0080,必修,,"三 7,8,9",國青101,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/12780
非線性規劃,洪一薰,29923,IE7018,546M6010,選修,,"一 6,7,8",國青101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/29923
整數與組合最佳化,黃奎隆,10853,IE7020,546M6040,選修,,"三 2,3,4",國青101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/10853
跨領域專題討論,洪一薰,34976,IE7023,546M0090,必修,,"三 A,B,C",,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/34976
科技法律與智財管理概論,陳達仁,34183,IE7026,546M3120,必修,,,,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/34183
跨領域整合與創新（一）,黃奎隆,55823,IE7042,546M1110,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/55823
海外專業研修與參訪,黃奎隆,16507,IE7047,546M3410,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/16507
永續營運與價值鏈管理,洪一薰,47055,IE7056,546M3370,必修,,,,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/47055
碩士論文,,47275,IE7999,546M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/47275
博士論文,,34912,IE8000,546D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/34912
博士專題研究,陳正剛,47128,IE8001,546D0070,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/47128
博士專題研究,洪一薰,59733,IE8001,546D0070,必修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/59733
博士專題研究,黃道宏,54005,IE8001,546D0070,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/54005
服務學習甲,葛宇甯,25255,IET0005,509001G0,必修,,一 5,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/25255
工程導論,詹魁元,41540,IET1001,50910030,必帶,,"四 6,7,8",綜502,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/41540
科技前瞻與創新管理實務,朱曉萍,46005,IET5001,509U0010,選修,,"五 2,3,4",綜202,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/46005
產業實務與未來趨勢解析,朱曉萍,49164,IET5002,509U0020,選修,,"一 3,4",綜203,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/49164
學士專題研究一,楊馥菱,10492,IET5003,509U0040,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/10492
學士專題研究一,王富正,38320,IET5003,509U0040,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/38320
學士專題研究一,李宇修,48372,IET5003,509U0040,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/48372
食品衛生與安全,陳昱彤,41830,Ifsh7007,851M1070,必修,,"三 6,7",公衛208,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/41830
食品分析,陳昱彤,49207,Ifsh7009,851M1090,選修,,"二 8,9",公衛210,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/49207
食品微生物學,魏嘉徵,43013,Ifsh7010,851M1100,選修,,"三 2,3,4",公衛208,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/43013
新興健康風險評估工具,羅宇軒,46893,IFSH7018,851M1180,選修,,"一 6,7",公衛209,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/46893
食品安全與健康專題討論,蔡詩偉,40240,IFSH7020,851M1200,必修,,"四 6,7",公衛211,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/40240
碩士論文,蔡詩偉,38591,Ifsh7999,851M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/38591
服務學習甲,盧信銘,54417,IM0004,705001G0,必修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/54417
服務學習甲,孔令傑,28849,IM0004,705001G0,必修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/28849
服務學習乙,盧信銘,53220,IM0005,705001H0,必修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/53220
服務學習乙,孔令傑,11567,IM0005,705001H0,必修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/11567
程式設計,孔令傑,23239,IM1003,70510300,必帶,,"二 7,8,9",管二103,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/23239
程式設計,何承遠,35792,IM1003,70510300,必修,,"二 7,8,9",管一B01,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/35792
資管新生專題,盧信銘,59239,IM1009,70510500,必帶,,"二 3,4",管二205,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/59239
Python程式設計基礎課程,何承遠,16897,IM1011,70514000,,,"一 2,3,4",管一B01,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/16897
Python程式設計基礎課程,何承遠,18980,IM1011,70514000,,,"一 7,8,9",管一B01,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/18980
Python程式設計基礎課程,何承遠,14028,IM1011,70514000,,,"二 2,3,4",管一B01,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/14028
Python程式設計基礎課程,何承遠,10270,IM1011,70514000,,,"三 2,3,4",管一B01,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/10270
管理學,畢南怡,41788,IM2002,70513200,必帶,,"一 7,8,9",管一102,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/41788
演算法,蔡益坤,52224,IM2009,70522200,必帶,,"二 7,8,9",管二305,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/52224
跨文化溝通與管理,畢南怡,24281,IM2014,70523700,,,"五 6,7",管二304,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/24281
網路技術與應用,孫雅麗,40703,IM3010,70531800,必帶,,"四 7,8,9",管一104,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/40703
Linux 系統管理實務,盧信銘,57870,IM3014,70533200,選修,,"一 2,3,4",管二304,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/57870
資管專題二,莊裕澤,34659,IM4001,70531700,必修,,二 10,管二研十,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/34659
資管專題二,曹承礎,52267,IM4001,70531700,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/52267
資管專題二,林永松,49415,IM4001,70531700,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/49415
資管專題二,吳玲玲,59413,IM4001,70531700,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/59413
資管專題二,盧信銘,35228,IM4001,70531700,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/35228
資管專題二,陳建錦,29240,IM4001,70531700,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/29240
資管專題二,魏志平,23398,IM4001,70531700,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/23398
資管專題二,黃明蕙,27062,IM4001,70531700,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/27062
資管專題二,李家岩,55954,IM4001,70531700,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/55954
資管專題二,孔令傑,31845,IM4001,70531700,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/31845
資管專題二,彭志宏,25340,IM4001,70531700,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/25340
資管專題二,畢南怡,21514,IM4001,70531700,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/21514
資管專題討論一,陳建錦,14489,IM4002,725U1130,選修,,"五 7,8",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/14489
遊戲設計,李根逸,24891,IM5023,725U3270,選修,,"二 7,8,9",管一101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/24891
資訊檢索與文字探勘導論,陳建錦,25002,IM5030,725U3410,選修,,"一 2,3,4",管二301,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/25002
文字探勘初論,陳建錦,25188,IM5054,725U3650,選修,,"五 2,3,4",管二301,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/25188
統計學習與深度學習,盧信銘,41092,IM5056,725U3670,選修,,"四 2,3,4",管二305,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/41092
分散式系統與雲端應用開發實務,莊裕澤,18487,IM5057,725U3380,選修,,"四 7,8,9",管二301,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/18487
作業研究應用與實作,李家岩,16486,IM5059,725U3690,選修,,"二 2,3,4",管二304,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/16486
程式語言：函數程式設計,穆信成,12231,IM5064,725U3920,選修,,"四 2,3,4",管一101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/12231
Web APP開發,何承遠,53660,IM5068,725U3960,選修,,"三 7,8,9",管一103,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/53660
研究方法,彭志宏,21856,IM5069,725U3970,選修,,"五 2,3,4",管二304,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/21856
資訊管理,魏志平,43978,IM7001,725M1110,必修,,"三 2,3,4",管二206,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/43978
供給鍊網路管理論文研討,陳靜枝,43506,IM7012,725M3010,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/43506
文字探勘與摘要化論文研討,陳建錦,18951,IM7033,725M3290,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/18951
分散式系統論文研討,莊裕澤,47709,IM7051,725M3470,選修,,"二 A,B,C",,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/47709
資訊系統研發,曹承礎,34068,IM7076,725U2410,選修,,,,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/34068
軟體規格與驗證,蔡益坤,56895,IM7079,725U3220,選修,,"三 7,8,9",管二302,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/56895
監督學習與統計建模論文研討一,盧信銘,47864,IM7088,725M3690,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/47864
資訊經濟與最佳化論文研討一,孔令傑,30752,IM7093,725M3710,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/30752
生產力最佳化與數據科學論文研討一,李家岩,51189,IM7102,725M3770,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/51189
人機互動與社群運算論文研討一,畢南怡,35516,IM7108,725M3830,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/35516
資訊管理論文研討,彭志宏,38022,IM7110,725M3850,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/38022
碩士論文,,13095,IM7999,725M0010,必帶,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/13095
資管博士論壇三,陳建錦,52165,IM8028,725D3170,必修,,"五 7,8",管二201,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/52165
安全性與可靠性網路設計,林永松,19524,IM8034,725D3510,選修,,"三 10,A,B",管一405,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/19524
博士論文,,47904,IM8999,725D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/47904
免疫學概論與疾病,黃冠穎,27630,Immuno5005,449U1090,必帶 / 選修,,"二 6,7",基醫101,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/27630
免疫學專題討論,柯俊榮,42290,Immuno7002,449M1080,必修,,"五 2,3,4",基醫505,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/42290
免疫方法學,李建國,13114,Immuno7007,449M1200,選修,,"四 6,7",基醫504,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/13114
細胞激素訊息傳遞專討上,李建國,32077,Immuno7008,449M1211,選修,,"二 2,3,4",R557,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/32077
疹病毒免疫專討上,顧家綺,34088,Immuno7014,449M1241,選修,,"二 2,3,4,5",小班教室01,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/34088
感染症免疫致病機制專題討論上,林志萱,21622,Immuno7018,449M1261,選修,,"三 6,7",R557,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/21622
基礎免疫學,李建國,55378,Immuno7021,449M1280,必修 / 選修,,"五 6,7",基醫505,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/55378
腫瘤免疫學專題討論上,柯俊榮,53152,Immuno7028,449M1341,選修,,"一 6,7",R557,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/53152
